,0,1,2,3,4,5,6,7,8
97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00100.jpg,1
98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00101.jpg,4
99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00102.jpg,2
100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00103.jpg,1
101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00104.jpg,3
102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00105.jpg,3
103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00106.jpg,1
104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00107.jpg,2
105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00108.jpg,1
106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00109.jpg,1
107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00110.jpg,3
108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00111.jpg,5
109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00112.jpg,1
110,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00113.jpg,1
111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00114.jpg,3
112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00115.jpg,4
113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00116.jpg,2
114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00117.jpg,5
115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00118.jpg,4
116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00119.jpg,4
117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00120.jpg,3
118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00121.jpg,3
119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00122.jpg,3
120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00123.jpg,5
121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00124.jpg,4
122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00125.jpg,3
123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00126.jpg,5
124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00127.jpg,5
125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00128.jpg,5
126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00129.jpg,1
127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00130.jpg,4
128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00131.jpg,2
129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00132.jpg,2
130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00133.jpg,4
131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00134.jpg,3
132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00135.jpg,2
133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00136.jpg,2
134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00137.jpg,4
135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00138.jpg,1
136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00139.jpg,4
137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00140.jpg,1
138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00141.jpg,3
139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00142.jpg,2
140,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00143.jpg,3
141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00144.jpg,2
142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00145.jpg,1
143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00146.jpg,3
144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00147.jpg,1
145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00148.jpg,3
146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00149.jpg,4
147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00150.jpg,4
148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00151.jpg,3
149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00152.jpg,3
150,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00153.jpg,3
151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00154.jpg,2
152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00155.jpg,4
153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00156.jpg,2
154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00157.jpg,4
155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00158.jpg,3
156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00159.jpg,1
157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00160.jpg,1
158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00161.jpg,2
159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00162.jpg,1
160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00163.jpg,2
161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00164.jpg,5
162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00165.jpg,4
163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00166.jpg,1
164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00167.jpg,2
165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00168.jpg,1
166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00169.jpg,5
167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00170.jpg,3
168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00171.jpg,2
169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00172.jpg,3
170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00173.jpg,4
171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00174.jpg,4
172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00175.jpg,3
173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00176.jpg,5
174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00177.jpg,4
175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00178.jpg,4
176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00179.jpg,2
177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00180.jpg,3
178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00181.jpg,4
179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00182.jpg,1
180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00183.jpg,4
181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00184.jpg,2
182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00185.jpg,2
183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00186.jpg,3
184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00187.jpg,5
185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00188.jpg,3
186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00189.jpg,3
187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00193.jpg,3
188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00194.jpg,2
189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00195.jpg,4
190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00196.jpg,2
191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00197.jpg,2
192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00198.jpg,2
193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00199.jpg,2
194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00200.jpg,5
195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00202.jpg,3
196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00203.jpg,4
197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00204.jpg,1
198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00205.jpg,2
199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00206.jpg,1
200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00207.jpg,2
201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00208.jpg,5
202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00209.jpg,2
203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00210.jpg,1
204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00211.jpg,5
205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00212.jpg,4
206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00213.jpg,5
207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00214.jpg,5
208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00215.jpg,5
209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00216.jpg,4
210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00217.jpg,2
211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00218.jpg,1
212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00219.jpg,1
213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00220.jpg,5
214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00221.jpg,1
215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00223.jpg,5
216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00224.jpg,1
217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00225.jpg,1
218,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00226.jpg,5
219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00227.jpg,1
220,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00228.jpg,3
221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00229.jpg,2
222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00230.jpg,4
223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00231.jpg,4
224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00232.jpg,4
225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00233.jpg,3
226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00234.jpg,3
227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00235.jpg,4
228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00236.jpg,1
229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00237.jpg,4
230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00238.jpg,5
231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00239.jpg,3
232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00240.jpg,2
233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00241.jpg,5
234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00242.jpg,3
235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00243.jpg,3
236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00244.jpg,5
237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00245.jpg,1
238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00246.jpg,2
239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00247.jpg,3
240,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00248.jpg,5
241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00249.jpg,1
242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00250.jpg,2
243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00251.jpg,3
244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00252.jpg,5
245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00253.jpg,3
246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00254.jpg,5
247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00255.jpg,3
248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00256.jpg,4
249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00257.jpg,5
250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00258.jpg,3
251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00259.jpg,4
252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00260.jpg,1
253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00261.jpg,2
254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00262.jpg,4
255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00263.jpg,5
256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00264.jpg,3
257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00265.jpg,1
258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00266.jpg,4
259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00267.jpg,5
260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00268.jpg,5
261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00269.jpg,2
262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00270.jpg,4
263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00271.jpg,5
264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00272.jpg,1
265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00273.jpg,1
266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00274.jpg,3
267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00275.jpg,1
268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00276.jpg,4
269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00277.jpg,3
270,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00278.jpg,4
271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00279.jpg,3
272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00280.jpg,1
273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00281.jpg,3
274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00282.jpg,5
275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00283.jpg,2
276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00284.jpg,3
277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00285.jpg,5
278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00286.jpg,5
279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00287.jpg,5
280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00288.jpg,5
281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00289.jpg,1
282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00290.jpg,3
283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00291.jpg,1
284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00292.jpg,5
285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00293.jpg,4
286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00294.jpg,3
287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00295.jpg,2
288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00296.jpg,4
289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00297.jpg,1
290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00298.jpg,1
291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00299.jpg,4
292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00300.jpg,1
293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00301.jpg,3
294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00302.jpg,1
295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00303.jpg,3
296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00304.jpg,5
297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00305.jpg,3
298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00306.jpg,5
299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00307.jpg,2
300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00308.jpg,5
301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00309.jpg,4
302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00310.jpg,3
303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00311.jpg,1
304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00312.jpg,4
305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00314.jpg,4
306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00315.jpg,5
307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00316.jpg,5
308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00317.jpg,2
309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00318.jpg,4
310,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00319.jpg,1
311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00320.jpg,5
312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00321.jpg,2
313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00322.jpg,2
314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00323.jpg,2
315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00324.jpg,5
316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00325.jpg,4
317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00326.jpg,3
318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00327.jpg,3
319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00328.jpg,2
320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00329.jpg,3
321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00330.jpg,1
322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00331.jpg,1
323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00332.jpg,1
324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00333.jpg,2
325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00334.jpg,5
326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00335.jpg,3
327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00336.jpg,1
328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00337.jpg,2
329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00338.jpg,4
330,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00339.jpg,1
331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00340.jpg,5
332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00341.jpg,1
333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00342.jpg,2
334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00343.jpg,4
335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00344.jpg,2
336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00345.jpg,2
337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00346.jpg,5
338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00347.jpg,2
339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00348.jpg,4
340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00349.jpg,3
341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00350.jpg,3
342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00351.jpg,4
343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00352.jpg,3
344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00353.jpg,5
345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00354.jpg,3
346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00355.jpg,1
347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00356.jpg,1
348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00357.jpg,3
349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00358.jpg,4
350,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00359.jpg,4
351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00360.jpg,3
352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00361.jpg,1
353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00362.jpg,2
354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00363.jpg,5
355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00364.jpg,1
356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00365.jpg,1
357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00366.jpg,2
